adjudication_row,component,requirement,root_box_id,record_id,freeze_route_kind,freeze_route_status,has_witness_or_source_seed,min_surplus,numeric_clearance_ok,route_status_ok,adjudication_status,adjudication_pass,failure_reason,proof_boundary
1,TENSOR,inner_witness_record_adjudication_required,D060-00001200,A062-D060-00001200.d1rho0.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho0,p0_symmetric_inner_witness_record_seed_freeze_candidate,frozen_witness_seed_candidate_pending_adjudication,True,0.000627353496172,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
2,TENSOR,inner_witness_record_adjudication_required,D060-00008403,A062-D060-00008403.d1rho0.d2rho0.d3x31.d4y31.d5x51.d6y51.d7rho0.d8x30.d9y30.d10x51.d11y50.d12rho1,p0_symmetric_inner_witness_record_seed_freeze_candidate,frozen_witness_seed_candidate_pending_adjudication,True,0.000627353496172,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
3,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y50.d24x51.d25y31.d26x31,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000616839487564,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
4,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y50.d24x51.d25y30.d26x31,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000616839487564,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
5,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x30.d20rho0.d21x51.d22y50.d23y50.d24x51.d25x30.d26y31,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000616839487564,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
6,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho0.d21x51.d22y50,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000616839487564,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
7,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y50.d24x50.d25y31.d26x31,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000616839487564,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
8,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y50.d24x50.d25y30.d26x31,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000616839487564,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
9,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x30.d20rho0.d21y50.d22x50.d23y50.d24x50.d25x30.d26y31,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000616839487564,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
10,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho0.d21y50.d22x50,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000616839487564,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
11,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y50.d23x51.d24y30.d25x31.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000626964178271,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
12,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y50.d23x51.d24y31.d25x31.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000626964178271,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
13,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y30.d18y50.d19x30.d20x51.d21y50.d22y50.d23x51.d24x30.d25y31.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000627266375847,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
14,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y50.d23x51.d24y30.d25x30.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000627266375847,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
15,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y30.d18y50.d19x30.d20y50.d21x50.d22y50.d23x50.d24x30.d25y31.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000627266375847,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
16,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20y50.d21x50.d22y50.d23x50.d24y30.d25x30.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000627266375847,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
17,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20x51.d21y50.d22x31.d23y50.d24x51.d25y30.d26x31.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.00062802755398,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
18,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21x51.d22y50.d23y50.d24x51.d25y30.d26x30.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.00062802755398,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
19,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20y50.d21x50.d22x31.d23y50.d24x50.d25y30.d26x31.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.00062802755398,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
20,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21y50.d22x50.d23y50.d24x50.d25y30.d26x30.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.00062802755398,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
21,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho1.d20x51.d21y50.d22x31.d23y50.d24x51.d25y31.d26x31.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000634650532225,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
22,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x30.d20rho1.d21x51.d22y50.d23y50.d24x51.d25x30.d26y31.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000634650532225,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
23,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho1.d20y50.d21x50.d22x31.d23y50.d24x50.d25y31.d26x31.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000634650532225,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
24,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x30.d20rho1.d21y50.d22x50.d23y50.d24x50.d25x30.d26y31.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000634650532225,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
25,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y50.d23x50.d24y31.d25x31.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000637059521585,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
26,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x31.d20x51.d21y50.d22y50.d23x50.d24y31.d25rho1.d26rho1.d27x30,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000637059521585,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
27,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x31.d20x51.d21y50.d22y50.d23x51.d24y31.d25rho1.d26rho1.d27x30,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000637059521585,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
28,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y50.d23x51.d24y31.d25x30.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.00063773413548,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
29,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21x51.d22y50.d23y50.d24x51.d25y31.d26x31.d27rho0,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000639211894592,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
30,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho0.d17y30.d18y50.d19x51.d20y50.d21x31.d22y50.d23x51.d24y31.d25rho1.d26x31.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000640596667747,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
31,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho0.d17y31.d18y50.d19x51.d20y50.d21x31.d22y50.d23x51.d24y30.d25rho1.d26x31.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000640596667747,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
32,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho0.d17y30.d18y50.d19y50.d20x50.d21x31.d22y50.d23x50.d24y31.d25rho1.d26x31.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000640596667747,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
33,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho0.d17y31.d18y50.d19y50.d20x50.d21x31.d22y50.d23x50.d24y30.d25rho1.d26x31.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000640596667747,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
34,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y30.d18y50.d19x30.d20x51.d21y50.d22y50.d23x51.d24x31.d25y31.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000646147538909,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
35,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y30.d18y50.d19x30.d20y50.d21x50.d22y50.d23x50.d24x31.d25y31.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000646147538909,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
36,H004,clustered_inner_witness_record_adjudication_required,D060-00006002,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20y50.d21x50.d22y50.d23x50.d24y30.d25x31.d26rho1.d27rho1,h004_clustered_inner_witness_record_seed_freeze_candidate,frozen_cluster_witness_seed_candidate_pending_adjudication,True,0.000646147538909,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
37,DIRECTED,v135_witness_replay_required,D060-00008276,A062-D060-00008276.v073rho0,directed_existing_v135_inner_witness_record_freeze_candidate,frozen_existing_witness_candidate,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
38,DIRECTED,v135_witness_replay_required,D060-00008276,A062-D060-00008276.v073rho1,directed_existing_v135_inner_witness_record_freeze_candidate,frozen_existing_witness_candidate,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
39,DIRECTED,v135_witness_replay_required,D060-00008276,A062-D060-00008276.v073rho2,directed_existing_v135_inner_witness_record_freeze_candidate,frozen_existing_witness_candidate,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
40,DIRECTED,v135_witness_replay_required,D060-00008276,A062-D060-00008276.v073rho3,directed_existing_v135_inner_witness_record_freeze_candidate,frozen_existing_witness_candidate,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
41,DIRECTED,v135_witness_replay_required,D060-00008276,A062-D060-00008276.v073rho0,directed_existing_v135_inner_witness_record_freeze_candidate,frozen_existing_witness_candidate,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
42,DIRECTED,v135_witness_replay_required,D060-00008276,A062-D060-00008276.v073rho1,directed_existing_v135_inner_witness_record_freeze_candidate,frozen_existing_witness_candidate,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
43,DIRECTED,v135_witness_replay_required,D060-00008276,A062-D060-00008276.v073rho2,directed_existing_v135_inner_witness_record_freeze_candidate,frozen_existing_witness_candidate,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
44,DIRECTED,v135_witness_replay_required,D060-00008276,A062-D060-00008276.v073rho3,directed_existing_v135_inner_witness_record_freeze_candidate,frozen_existing_witness_candidate,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
45,DIRECTED,directed_witness_record_adjudication_required,D060-00012235,A062-D060-00012235.v073rho0,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
46,DIRECTED,directed_witness_record_adjudication_required,D060-00012235,A062-D060-00012235.v073rho1,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
47,DIRECTED,directed_witness_record_adjudication_required,D060-00010245,A062-D060-00010245.v073rho0,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
48,DIRECTED,directed_witness_record_adjudication_required,D060-00010245,A062-D060-00010245.v073rho1,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
49,DIRECTED,directed_witness_record_adjudication_required,D060-00001057,A062-D060-00001057.v073rho0,directed_rho_cluster_witness_record_seed_freeze_candidate,frozen_directed_witness_seed_candidate_pending_adjudication,True,,True,True,pass_witness_source_reconstruction,True,,candidate_final_adjudication_replay_not_external_formalization
